id	kind	name	pools	cache	special	gfx
325	active	Scissors	treasure,greedTreasure	familiars		collectibles_325_scissors.png
326	active	Breath of Life	angel			collectibles_326_breathoflife.png
327	passive	The Polaroid				collectibles_327_thepolaroid.png
328	passive	The Negative				collectibles_328_thenegative.png
329	passive	The Ludovico Technique	treasure,greedTreasure	damage,firedelay,luck,range,shotspeed,speed	1	collectibles_329_theludovicotechnique.png
330	passive	Soy Milk	treasure,greedTreasure	damage,firedelay,tearcolor		collectibles_330_soymilk.png
331	passive	Godhead	angel,greedTreasure,greedAngel	damage,firedelay,range,shotspeed,tearflag	1	collectibles_331_godhead.png
332	passive	Lazarus' Rags	treasure,angel,greedTreasure			collectibles_332_lazarusrags.png
333	passive	The Mind	treasure,angel,greedTreasure,greedAngel			collectibles_333_mind.png
334	passive	The Body	treasure,angel,greedTreasure,greedAngel			collectibles_334_body.png
335	passive	The Soul	treasure,angel,greedTreasure,greedAngel			collectibles_335_soul.png
336	passive	Dead Onion	treasure,greedTreasure	range,shotspeed,tearcolor,tearflag		collectibles_336_deadonion.png
337	passive	Broken Watch	shop			collectibles_337_brokenwatch.png
338	active	The Boomerang	shop			collectibles_338_boomerang.png
339	passive	Safety Pin	boss,greedBoss	damage,range,shotspeed		collectibles_339_SafetyPin.png
340	passive	Caffeine Pill	boss,demonBeggar,greedBoss	speed		collectibles_340_CaffeinePill.png
341	passive	Torn Photo	boss,greedBoss	firedelay,shotspeed		collectibles_341_TornPhoto.png
342	passive	Blue Cap	boss,greedBoss	firedelay,shotspeed		collectibles_342_BlueCap.png
343	passive	Latch Key	boss,greedBoss	luck		collectibles_343_LatchKey.png
344	passive	Match Book	boss,greedBoss	damage		collectibles_344_MatchBook.png
345	passive	Synthoil	boss,demonBeggar,greedBoss	damage,range		collectibles_345_Synthoil.png
346	passive	A Snack	boss,dungeon,greedBoss			collectibles_346_ASnack.png
347	active	Diplopia	shop			Collectibles_347_Diplopia.png
348	active	Placebo	shop,greedShop			Collectibles_348_Placebo.png
349	active	Wooden Nickel	shop,greedTreasure			Collectibles_349_WoodenNickel.png
350	passive	Toxic Shock	treasure			Collectibles_350_ToxicShock.png
351	active	Mega Bean	treasure,greedTreasure			Collectibles_351_MegaBean.png
352	active	Glass Cannon	treasure,greedTreasure			Collectibles_352_GlassCannon.png
353	passive	Bomber Boy	treasure,bossrush,greedTreasure,bombBum			Collectibles_353_BomberBoy.png
354	passive	Crack Jacks	boss,greedBoss			Collectibles_354_CrackJacks.png
355	passive	Mom's Pearls	boss,dungeon,greedBoss	luck,range		Collectibles_355_MomsPearls.png
356	passive	Car Battery	shop,greedShop			Collectibles_356_CarBattery.png
357	active	Box of Friends	shop,greedTreasure	familiars		Collectibles_357_PandorasBox.png
358	passive	The Wiz	treasure,greedTreasure	tearflag		Collectibles_358_TheWiz.png
359	passive	8 Inch Nails	treasure,greedTreasure	damage,tearflag		Collectibles_359_8InchNails.png
360	familiar	Incubus	devil,greedDevil			Collectibles_360_Incubus.png
361	familiar	Fate's Reward	treasure,goldenChest,greedGoldenChest			Collectibles_361_FatesReward.png
362	familiar	Lil Chest	treasure,beggar,greedTreasure			Collectibles_362_LilChest.png
363	familiar	Sworn Protector	angel,greedAngel			Collectibles_363_SwornProtector.png
364	familiar	Friend Zone	treasure,keyMaster,greedTreasure			Collectibles_364_FriendZone.png
365	familiar	Lost Fly	treasure,keyMaster,greedTreasure			Collectibles_365_LostFly.png
366	passive	Scatter Bombs	treasure,bossrush,greedTreasure,bombBum			Collectibles_366_ScatterBombs.png
367	passive	Sticky Bombs	treasure,bossrush,greedTreasure,bombBum			Collectibles_367_StickyBombs.png
368	passive	Epiphora	treasure,greedTreasure			Collectibles_368_Epiphora.png
369	passive	Continuum	treasure,greedTreasure	range,tearflag		Collectibles_369_Continuum.png
370	passive	Mr. Dolly	boss,greedBoss	firedelay,range		Collectibles_370_MrDolly.png
371	passive	Curse of the Tower	treasure,redChest,curse,bossrush,greedTreasure			Collectibles_371_CurseOfTheTower.png
372	familiar	Charged Baby	shop,greedShop			Collectibles_372_ChargedBaby.png
373	passive	Dead Eye	treasure,greedTreasure			Collectibles_373_DeadEye.png
374	passive	Holy Light	treasure,angel,greedTreasure			Collectibles_374_HolyLight.png
375	passive	Host Hat	treasure,greedTreasure			Collectibles_375_HostHat.png
376	passive	Restock	shop,beggar			Collectibles_376_Restock.png
377	passive	Bursting Sack	treasure,greedTreasure			Collectibles_377_BurstingSack.png
378	passive	No. 2	treasure,bossrush,greedTreasure			Collectibles_378_NumberTwo.png
379	passive	Pupula Duplex	treasure,greedTreasure	tearflag		Collectibles_379_PupulaDuplex.png
380	passive	Pay To Play	shop,greedTreasure,greedShop			Collectibles_380_PayToPlay.png
381	passive	Eden's Blessing	treasure	firedelay		Collectibles_381_EdensBlessing.png
382	active	Friendly Ball	treasure,greedTreasure			Collectibles_382_FriendlyBall.png
383	active	Tear Detonator	shop,greedTreasure			Collectibles_383_TearDetonator.png
384	familiar	Lil Gurdy	treasure,greedTreasure			Collectibles_384_LilGurdy.png
385	familiar	Bumbo	treasure,beggar			Collectibles_385_Bumbo.png
386	active	D12	treasure,greedShop			Collectibles_386_D12.png
387	familiar	Censer	angel,greedAngel			Collectibles_387_Censer.png
388	familiar	Key Bum	treasure,secret,keyMaster			Collectibles_388_KeyBum.png
389	familiar	Rune Bag	treasure,secret,goldenChest,greedTreasure			Collectibles_389_RuneBag.png
390	familiar	Seraphim	treasure,angel,greedAngel			Collectibles_390_Seraphim.png
391	passive	Betrayal	treasure,devil,greedTreasure,greedDevil			Collectibles_391_Betrayal.png
392	passive	Zodiac	treasure,greedTreasure			Collectibles_392_Zodiac.png
393	passive	Serpent's Kiss	treasure,greedTreasure			Collectibles_393_SerpentsKiss.png
394	passive	Marked	treasure,greedTreasure	firedelay,range		Collectibles_394_Marked.png
395	passive	Tech X	treasure,greedTreasure	damage,firedelay,luck,range,shotspeed,speed		Collectibles_395_TechX.png
396	active	Ventricle Razor	shop			Collectibles_396_VentricleRazor.png
397	passive	Tractor Beam	treasure,greedTreasure	firedelay,range,shotspeed,tearflag		Collectibles_397_TractorBeam.png
398	passive	God's Flesh	treasure,greedTreasure	tearcolor		Collectibles_398_GodsFlesh.png
399	passive	Maw of the Void	devil,greedDevil	damage,tearcolor		Collectibles_399_MawOfTheVoid.png
400	passive	Spear of Destiny	angel,greedAngel			Collectibles_400_SpearOfDestiny.png
401	passive	Explosivo	treasure,bossrush,greedTreasure	tearcolor,tearflag		Collectibles_401_Explosivo.png
402	passive	Chaos	shop,greedShop			Collectibles_402_Chaos.png
403	familiar	Spider Mod	shop,greedShop			Collectibles_403_SpiderMod.png
404	familiar	Farting Baby	treasure			collectibles_404_fartbaby.png
405	familiar	GB Bug	treasure,secret,greedShop			Collectibles_405_GBBug.png
406	active	D8	treasure,greedShop			Collectibles_406_D8.png
407	passive	Purity	treasure,greedTreasure,greedAngel	damage,firedelay,range,speed		Collectibles_407_Purity.png
408	passive	Athame	devil,curse,greedDevil			Collectibles_408_Athame.png
409	passive	Empty Vessel	devil,greedDevil	flying		Collectibles_409_EmptyVessel.png
410	passive	Evil Eye	treasure,greedTreasure			Collectibles_410_EvilEye.png
411	passive	Lusty Blood	treasure,greedTreasure	damage		Collectibles_411_LustyBlood.png
412	passive	Cambion Conception	devil,greedDevil			Collectibles_412_CambionConception.png
413	passive	Immaculate Conception	angel,greedAngel			Collectibles_413_ImmaculateConception.png
414	passive	More Options	shop			Collectibles_414_MoreOptions.png
415	passive	Crown Of Light	angel,greedAngel	damage,range,shotspeed		Collectibles_415_CrownOfLight.png
416	passive	Deep Pockets	shop,greedTreasure,greedShop			Collectibles_416_deeppockets.png
417	familiar	Succubus	devil,demonBeggar			Collectibles_417_Succubus.png
418	passive	Fruit Cake	treasure			Collectibles_418_FruitCake.png
419	active	Teleport 2.0	treasure			Collectibles_419_Teleport20.png
420	passive	Black Powder	devil,greedDevil			Collectibles_420_BlackPowder.png
421	active	Kidney Bean	treasure,greedTreasure			Collectibles_421_KidneyBean.png
422	active	Glowing Hour Glass	treasure,shop			Collectibles_422_GlowingHourGlass.png
423	passive	Circle of Protection	angel,greedAngel			Collectibles_423_CircleOfProtection.png
424	passive	Sack Head	shop			Collectibles_424_SackHead.png
425	passive	Night Light	shop,greedTreasure			Collectibles_425_NightLight.png
426	familiar	Obsessed Fan	treasure,greedTreasure			Collectibles_426_ObsessedFan.png
427	active	Mine Crafter	treasure			Collectibles_427_MineCrafter.png
428	passive	PJs	boss,greedBoss			Collectibles_428_PJs.png
429	passive	Head of the Keeper	goldenChest	tearflag		Collectibles_429_HeadOfTheKeeper.png
430	familiar	Papa Fly	treasure,greedTreasure			Collectibles_430_PapaFly.png
431	familiar	Multidimensional Baby	treasure,devil,greedTreasure,greedDevil			Collectibles_431_MultidimensionalBaby.png
432	passive	Glitter Bombs	treasure,bossrush,greedTreasure			Collectibles_432_GlitterBombs.png
433	passive	My Shadow	devil,greedDevil			Collectibles_433_MyShadow.png
434	active	Jar of Flies	shop,greedTreasure,greedShop			Collectibles_434_JarOfFlies.png
435	familiar	Lil Loki	treasure			Collectibles_435_LilLoki.png
436	familiar	Milk!	treasure,greedTreasure	firedelay		Collectibles_436_Milk.png
437	active	D7	treasure			Collectibles_437_D7.png
438	passive	Binky	boss,greedBoss	firedelay		Collectibles_438_Binky.png
439	active	Mom's Box	shop,dungeon,greedShop	damage,firedelay,luck,range,shotspeed,speed		Collectibles_439_MomsBox.png
440	passive	Kidney Stone	treasure,greedTreasure	firedelay,range,speed		Collectibles_440_KidneyStone.png
441	active	Mega Blast	devil,greedDevil			collectibles_441_megasatansbreath.png
442	passive	Dark Prince's Crown	devil,curse,greedDevil	firedelay,range,shotspeed		Collectibles_442_DarkPrincesCrown.png
443	passive	Apple!	treasure,greedTreasure	firedelay		Collectibles_443_Apple.png
444	passive	Lead Pencil	treasure,greedTreasure			Collectibles_444_LeadPencil.png
445	passive	Dog Tooth	treasure,greedTreasure	damage,speed		Collectibles_445_DogTooth.png
446	passive	Dead Tooth	treasure,greedTreasure			Collectibles_446_DeadTooth.png
447	passive	Linger Bean	treasure,beggar,greedTreasure			Collectibles_447_LingerBean.png
448	passive	Shard of Glass	treasure,greedTreasure			Collectibles_448_ShardOfGlass.png
449	passive	Metal Plate	treasure,greedTreasure			Collectibles_449_MetalPlate.png
450	passive	Eye of Greed	secret,greedTreasure			Collectibles_450_EyeOfGreed.png
451	passive	Tarot Cloth	shop,curse,greedShop,greedDevil			Collectibles_451_TarotCloth.png
452	passive	Varicose Veins	treasure,greedTreasure			Collectibles_452_VaricoseVeins.png
453	passive	Compound Fracture	treasure,greedTreasure	range,tearflag		Collectibles_453_CompoundFracture.png
454	passive	Polydactyly	boss,greedBoss			Collectibles_454_Polydactyly.png
455	passive	Dad's Lost Coin	boss,beggar,greedBoss	range		Collectibles_455_DadsLostCoin.png
456	passive	Moldy Bread	boss,beggar,dungeon,greedBoss			Collectibles_456_MoldyBread.png
457	passive	Cone Head	treasure,greedTreasure			Collectibles_457_Conehead.png
458	passive	Belly Button	boss,greedBoss			Collectibles_458_BellyButton.png
459	passive	Sinus Infection	treasure,greedTreasure			Collectibles_459_SinusInfection.png
460	passive	Glaucoma	treasure,greedTreasure			Collectibles_460_Glaucoma.png
461	passive	Parasitoid	treasure,greedTreasure	range		Collectibles_461_Parasitoid.png
462	passive	Eye of Belial	devil,greedDevil	range,tearflag		Collectibles_462_EyeOfBelial.png
463	passive	Sulfuric Acid	treasure,greedTreasure	damage,tearcolor,tearflag		Collectibles_463_SulfuricAcid.png
464	passive	Glyph of Balance	angel,greedAngel			Collectibles_464_GlyphOfBalance.png
465	passive	Analog Stick	treasure,greedTreasure	firedelay		Collectibles_465_AnalogStick.png
466	passive	Contagion	treasure,greedTreasure			Collectibles_466_Contagion.png
467	familiar	Finger!	treasure,greedTreasure			Collectibles_467_Finger.png
468	familiar	Shade	devil,curse,greedDevil			Collectibles_468_Shade.png
469	familiar	Depression	treasure,greedTreasure			Collectibles_469_Depression.png
470	familiar	Hushy	treasure,greedTreasure			Collectibles_470_Hushy.png
471	familiar	Lil Monstro	treasure,greedTreasure			Collectibles_471_LilMonstro.png
472	familiar	King Baby	shop,greedShop			Collectibles_472_KingBaby.png
473	familiar	Big Chubby	treasure,greedTreasure			Collectibles_473_BigChubby.png
474	familiar	Tonsil				Collectibles_474_Tonsil.png
475	active	Plan C	shop,devil,redChest,demonBeggar,curse,greedShop			Collectibles_475_PlanC.png
476	active	D1	treasure,greedShop			Collectibles_476_D1.png
477	active	Void	devil,angel,greedShop			Collectibles_477_Void.png
478	active	Pause	treasure,greedShop			Collectibles_478_Pause.png
479	active	Smelter	shop			Collectibles_479_Smelter.png
480	active	Compost	shop,secret			Collectibles_480_Compost.png
481	active	Dataminer	treasure,greedShop			Collectibles_481_Dataminer.png
482	active	Clicker	treasure,greedShop			Collectibles_482_Clicker.png
483	active	Mama Mega!	shop,challenge,greedShop,bombBum			Collectibles_483_MaMaMega.png
484	active	Wait What?	treasure,greedTreasure			Collectibles_484_WaitWhat.png
485	active	Crooked Penny	treasure,shop,beggar,greedShop			collectibles_485_crookedpenny.png
486	active	Dull Razor	shop,greedShop			collectibles_486_dullrazor.png
487	active	Potato Peeler	shop,demonBeggar,greedShop			collectibles_487_potatopeeler.png
488	active	Metronome	treasure,greedShop	damage,firedelay,luck,range,shotspeed,speed		collectibles_488_metronome.png
489	active	D Infinity	treasure,greedShop			collectibles_489_dinfinity.png
490	active	Eden's Soul	angel,greedAngel			collectibles_490_edenssoul.png
491	familiar	Acid Baby	treasure,demonBeggar			collectibles_491_acidbaby.png
492	familiar	YO LISTEN!	treasure	luck		collectibles_492_yolisten.png
493	passive	Adrenaline	treasure,greedTreasure			collectibles_493_adderline.png
494	passive	Jacob's Ladder	treasure,greedTreasure	tearflag		collectibles_494_jacobsladder.png
495	passive	Ghost Pepper	treasure,greedTreasure			collectibles_495_ghostpepper.png
496	passive	Euthanasia	treasure,demonBeggar,curse,greedTreasure			collectibles_496_euthanasia.png
497	passive	Camo Undies	treasure,greedTreasure			collectibles_497_camoundies.png
498	passive	Duality	devil,angel			collectibles_498_duality.png
499	passive	Eucharist	angel,greedAngel			collectibles_499_eucharist.png
500	familiar	Sack of Sacks	shop,goldenChest,greedShop			Collectibles_500_SackOfSacks.png
501	passive	Greed's Gullet	secret			Collectibles_501_GreedsGullet.png
502	passive	Large Zit	treasure,greedTreasure			Collectibles_502_LargeZit.png
503	passive	Little Horn	demonBeggar,curse,greedTreasure,greedDevil			Collectibles_503_LittleHorn.png
504	active	Brown Nugget	treasure,greedTreasure	familiars		Collectibles_504_BrownNugget.png
505	passive	Poke Go	shop,greedShop			Collectibles_505_PokeGo.png
506	passive	Backstabber	treasure,greedTreasure			Collectibles_506_Backstabber.png
507	active	Sharp Straw	treasure,greedTreasure			Collectibles_507_SharpStraw.png
508	familiar	Mom's Razor	treasure,curse,dungeon,greedTreasure			Collectibles_508_MomsRazor.png
509	familiar	Bloodshot Eye	treasure,greedTreasure			Collectibles_509_BloodshotEye.png
510	active	Delirious	angel			Collectibles_510_Delirious.png
511	familiar	Angry Fly	treasure,greedTreasure			Collectibles_511_AngryFly.png
512	active	Black Hole	treasure,greedTreasure,greedShop			Collectibles_512_BlackHole.png
513	passive	Bozo	treasure,greedTreasure	damage		Collectibles_513_Bozo.png
514	passive	Broken Modem	shop,greedTreasure			Collectibles_514_BrokenModem.png
515	active	Mystery Gift	shop,greedTreasure,greedShop			Collectibles_515_MysteryGift.png
516	active	Sprinkler	treasure,greedTreasure,greedShop	familiars		Collectibles_516_Sprinkler.png
517	passive	Fast Bombs	treasure,challenge,bossrush,greedTreasure,bombBum			Collectibles_517_FastBombs.png
518	familiar	Buddy in a Box	shop,greedTreasure,greedShop			Collectibles_518_BuddyBox.png
519	familiar	Lil Delirium	devil,angel,greedDevil			Collectibles_519_LilDelirium.png
520	passive	Jumper Cables	shop,greedTreasure			Collectibles_520_JumperCable.png
521	active	Coupon	shop			Collectibles_521_CerealCutout.png
522	active	Telekinesis	treasure,greedTreasure			Collectibles_522_Telekinesis.png
523	active	Moving Box	shop			collectibles_523_movingbox.png
524	passive	Technology Zero	treasure,greedTreasure	tearflag		Collectibles_524_TechnologyZero.png
525	familiar	Leprosy	treasure,greedTreasure			Collectibles_525_Leprosy.png
526	familiar	7 Seals	devil,angel,greedDevil,greedAngel			Collectibles_526_7Seals.png
527	active	Mr. ME!	shop,greedShop			Collectibles_527_Mr_Me.png
528	familiar	Angelic Prism	angel,greedAngel			collectibles_528_angelic prism.png
529	passive	Pop!	treasure,greedTreasure	tearflag		Collectibles_529_Pop.png
530	passive	Death's List	devil,greedDevil			Collectibles_530_DeathsList.png
531	passive	Haemolacria	treasure,greedTreasure	damage,firedelay,tearcolor,weapon		Collectibles_531_Haemolacria.png
532	passive	Lachryphagy	treasure,greedTreasure			Collectibles_532_Lachryphagy.png
533	passive	Trisagion	angel,greedAngel	tearflag		Collectibles_533_Trisagion.png
534	passive	Schoolbag	shop,greedShop			collectibles_534_Schoolbag.png
535	passive	Blanket	shop,greedShop			Collectibles_535_Blanket.png
536	active	Sacrificial Altar	devil,curse,greedDevil			Collectibles_536_SacrificialAltar.png
537	familiar	Lil Spewer	treasure,greedTreasure			Collectibles_537_LilSpewer.png
538	passive	Marbles	boss,greedBoss	luck		Collectibles_538_Marbles.png
539	familiar	Mystery Egg	treasure,greedTreasure			Collectibles_539_MysteryEgg.png
540	passive	Flat Stone	treasure,greedTreasure	damage,firedelay,tearflag		Collectibles_540_FlatStone.png
541	passive	Marrow	boss,greedBoss			Collectibles_541_Marrow.png
542	familiar	Slipped Rib	treasure,greedTreasure			Collectibles_542_SlippedRib.png
543	familiar	Hallowed Ground	treasure,greedTreasure			Collectibles_543_HallowedGround.png
544	familiar	Pointy Rib	treasure,greedTreasure			Collectibles_544_PointyRib.png
545	active	Book of the Dead	treasure,devil,library,greedTreasure,greedDevil,greedLibrary			Collectibles_545_BookOfTheDead.png
546	passive	Dad's Ring	secret			Collectibles_546_DadsRing.png
547	passive	Divorce Papers	boss,greedBoss	firedelay		Collectibles_547_DivorcePapers.png
548	familiar	Jaw Bone	treasure,greedTreasure			Collectibles_548_JawBone.png
549	passive	Brittle Bones	treasure,greedTreasure			Collectibles_549_BrittleBones.png
550	active	Broken Shovel				Collectibles_550_ShovelPiece1.png
551	passive	Broken Shovel				Collectibles_551_ShovelPiece2.png
552	active	Mom's Shovel				Collectibles_552_MomsShovel.png
1	trinket	Swallowed Penny				trinket_001_swallowedpenny.png
2	trinket	Petrified Poop				trinket_002_petrifiedpoop.png
3	trinket	AAA Battery				trinket_003_aaabattery.png
4	trinket	Broken Remote				trinket_004_brokenremote.png
5	trinket	Purple Heart				trinket_005_purpleheart.png
6	trinket	Broken Magnet				trinket_006_brokenmagnet.png
7	trinket	Rosary Bead				trinket_007_rosarybead.png
8	trinket	Cartridge				trinket_008_cartridge.png
9	trinket	Pulse Worm		tearflag		trinket_009_pulseworm.png
10	trinket	Wiggle Worm		firedelay,tearflag		trinket_010_wiggleworm.png
11	trinket	Ring Worm		tearflag		trinket_011_ringworm.png
12	trinket	Flat Worm		tearflag		trinket_012_flatworm.png
13	trinket	Store Credit				trinket_013_storecredit.png
14	trinket	Callus				trinket_014_callus.png
15	trinket	Lucky Rock				trinket_015_luckyrock.png
16	trinket	Mom's Toenail				trinket_016_momstoenail.png
17	trinket	Black Lipstick		damage		trinket_017_blacklipstick.png
18	trinket	Bible Tract				trinket_018_bibletract.png
19	trinket	Paper Clip				trinket_019_paperclip.png
20	trinket	Monkey Paw				trinket_020_monkeypaw.png
21	trinket	Mysterious Paper				trinket_021_mysteriouspaper.png
22	trinket	Daemon's Tail		damage		trinket_022_daemonstail.png
23	trinket	Missing Poster				trinket_023_missingposter.png
24	trinket	Butt Penny				trinket_024_buttpenny.png
25	trinket	Mysterious Candy				trinket_025_mysteriouscandy.png
26	trinket	Hook Worm		range,tearflag		trinket_026_hookworm.png
27	trinket	Whip Worm		shotspeed		trinket_027_whipworm.png
28	trinket	Broken Ankh				trinket_028_brokenankh.png
29	trinket	Fish Head				trinket_029_fishhead.png
30	trinket	Pinky Eye				trinket_030_pinkyeye.png
31	trinket	Push Pin				trinket_031_pushpin.png
32	trinket	Liberty Cap				trinket_032_libertycap.png
33	trinket	Umbilical Cord				trinket_033_umbilicalcord.png
34	trinket	Child's Heart				trinket_034_childsheart.png
35	trinket	Curved Horn		damage		trinket_035_curvedhorn.png
36	trinket	Rusted Key				trinket_036_rustedkey.png
37	trinket	Goat Hoof		speed		trinket_037_goathoof.png
38	trinket	Mom's Pearl				trinket_038_momspearl.png
39	trinket	Cancer		firedelay		trinket_039_cancer.png
40	trinket	Red Patch		damage		trinket_040_redpatch.png
41	trinket	Match Stick				trinket_041_matchstick.png
42	trinket	Lucky Toe		luck		trinket_042_luckytoe.png
43	trinket	Cursed Skull				trinket_043_cursedskull.png
44	trinket	Safety Cap				trinket_044_safetycap.png
45	trinket	Ace of Spades				trinket_045_aceofspades.png
46	trinket	Isaac's Fork				trinket_046_isaacsfork.png
48	trinket	A Missing Page				trinket_048_amissingpage.png
49	trinket	Bloody Penny				trinket_049_bloodypenny.png
50	trinket	Burnt Penny				trinket_050_burntpenny.png
51	trinket	Flat Penny				trinket_051_flatpenny.png
52	trinket	Counterfeit Penny				trinket_052_counterfeitpenny.png
53	trinket	Tick				trinket_053_tick.png
54	trinket	Isaac's Head		familiars		trinket_054_isaacshead.png
55	trinket	Maggy's Faith				trinket_055_maggysfaith.png
56	trinket	Judas' Tongue				trinket_056_judastongue.png
57	trinket	???'s Soul		familiars		trinket_057_qmarkssoul.png
58	trinket	Samson's Lock		damage		trinket_058_samsonslock.png
59	trinket	Cain's Eye				trinket_059_cainseye.png
60	trinket	Eve's Bird Foot		familiars		trinket_060_evesbirdfoot.png
61	trinket	The Left Hand				trinket_061_thelefthand.png
62	trinket	Shiny Rock				trinket_062_ShinyRock.png
63	trinket	Safety Scissors				trinket_063_SafetyScissors.png
64	trinket	Rainbow Worm		firedelay,range,shotspeed,tearflag		trinket_064_RainbowWorm.png
65	trinket	Tape Worm		range		trinket_065_TapeWorm.png
66	trinket	Lazy Worm		range,shotspeed		trinket_066_LazyWorm.png
67	trinket	Cracked Dice				trinket_067_CrackedDice.png
68	trinket	Super Magnet				trinket_068_SuperMagnet.png
69	trinket	Faded Polaroid				trinket_069_FadedPolaroid.png
70	trinket	Louse				trinket_070_Louse.png
71	trinket	Bob's Bladder				trinket_071_BobsBladder.png
72	trinket	Watch Battery				trinket_072_WatchBattery.png
73	trinket	Blasting Cap				trinket_073_BlastingCap.png
74	trinket	Stud Finder				trinket_074_StudFinder.png
75	trinket	Error		damage,firedelay,luck,range,shotspeed,speed		trinket_075_Error.png
76	trinket	Poker Chip				trinket_076_PokerChip.png
77	trinket	Blister		tearflag		trinket_077_Blister.png
78	trinket	Second Hand				trinket_078_SecondHand.png
79	trinket	Endless Nameless				trinket_079_EndlessNameless.png
80	trinket	Black Feather		damage		trinket_080_BlackFeather.png
81	trinket	Blind Rage				trinket_081_BlindRage.png
82	trinket	Golden Horse Shoe				trinket_082_GoldenHorseShoe.png
83	trinket	Store Key				trinket_083_storekey.png
84	trinket	Rib of Greed				trinket_084_ribofgreed.png
85	trinket	Karma				trinket_085_karma.png
86	trinket	Lil Larva				Trinket_086_LilLarva.png
87	trinket	Mom's Locket				Trinket_087_MomsLocket.png
88	trinket	NO!				Trinket_088_NO.png
89	trinket	Child Leash				Trinket_089_ChildLeash.png
90	trinket	Brown Cap				Trinket_090_BrownCap.png
91	trinket	Meconium				Trinket_091_Meconium.png
92	trinket	Cracked Crown		damage,firedelay,luck,range,shotspeed,speed		Trinket_092_CrackedCrown.png
93	trinket	Used Diaper				Trinket_093_UsedDiaper.png
94	trinket	Fish Tail				Trinket_094_FishTail.png
95	trinket	Black Tooth				Trinket_095_BlackTooth.png
96	trinket	Ouroboros Worm		range,tearflag		Trinket_096_OuroborosWorm.png
97	trinket	Tonsil				Trinket_097_Tonsil.png
98	trinket	Nose Goblin				Trinket_098_NoseGoblin.png
99	trinket	Super Ball				Trinket_099_SuperBall.png
100	trinket	Vibrant Bulb		damage,firedelay,luck,range,shotspeed,speed		Trinket_100_VibrantBulb.png
101	trinket	Dim Bulb		damage,firedelay,luck,range,shotspeed,speed		Trinket_101_DimBulb.png
102	trinket	Fragmented Card				Trinket_102_FragmentedCard.png
103	trinket	Equality!				Trinket_103_Equality.png
104	trinket	Wish Bone				trinket_104_wishbone.png
105	trinket	Bag Lunch				trinket_105_baglunch.png
106	trinket	Lost Cork				trinket_106_lostcork.png
107	trinket	Crow Heart				trinket_107_crowheart.png
108	trinket	Walnut				trinket_108_walnut.png
109	trinket	Duct Tape				trinket_109_ducttape.png
110	trinket	Silver Dollar				trinket_110_silverdollar.png
111	trinket	Bloody Crown				trinket_111_bloodycrown.png
112	trinket	Pay To Win				trinket_112_paytowin.png
113	trinket	Locust of War				trinket_113_LocustOfWrath.png
114	trinket	Locust of Pestilence				trinket_114_LocustOfPestilence.png
115	trinket	Locust of Famine				trinket_115_LocustOfFamine.png
116	trinket	Locust of Death				trinket_116_LocustOfDeath.png
117	trinket	Locust of Conquest				trinket_117_LocustOfConquest.png
118	trinket	Bat Wing		flying		trinket_118_BatWing.png
119	trinket	Stem Cell				trinket_119_StemCell.png
120	trinket	Hairpin				trinket_120_Hairpin.png
121	trinket	Wooden Cross				trinket_121_WoodenCross.png
122	trinket	Butter!				trinket_122_Butter.png
123	trinket	Filigree Feather				Trinket_123_FiligreeFeather.png
124	trinket	Door Stop				trinket_124_woodendoorstop.png
125	trinket	Extension Cord				trinket_125_Extensioncord.png
126	trinket	Rotten Penny				trinket_126_RottenPenny.png
127	trinket	Baby-Bender				trinket_127_BabyBender.png
128	trinket	Finger Bone				trinket_128_FingerBone.png
1	card	0 - The Fool				card_1.png
2	card	I - The Magician				card_2.png
3	card	II - The High Priestess				card_3.png
4	card	III - The Empress				card_4.png
5	card	IV - The Emperor				card_5.png
6	card	V - The Hierophant				card_6.png
7	card	VI - The Lovers				card_7.png
8	card	VII - The Chariot				card_8.png
9	card	VIII - Justice				card_9.png
10	card	IX - The Hermit				card_10.png
11	card	X - Wheel of Fortune				card_11.png
12	card	XI - Strength				card_12.png
13	card	XII - The Hanged Man				card_13.png
14	card	XIII - Death				card_14.png
15	card	XIV - Temperance				card_15.png
16	card	XV - The Devil				card_16.png
17	card	XVI - The Tower				card_17.png
18	card	XVII - The Stars				card_18.png
19	card	XVIII - The Moon				card_19.png
20	card	XIX - The Sun				card_20.png
21	card	XX - Judgement				card_21.png
22	card	XXI - The World				card_22.png
23	card	2 of Clubs				card_23.png
24	card	2 of Diamonds				card_24.png
25	card	2 of Spades				card_25.png
26	card	2 of Hearts				card_26.png
27	card	Ace of Clubs				card_27.png
28	card	Ace of Diamonds				card_28.png
29	card	Ace of Spades				card_29.png
30	card	Ace of Hearts				card_30.png
31	card	Joker				card_31.png
32	card	Hagalaz				card_32.png
33	card	Jera				card_33.png
34	card	Ehwaz				card_34.png
35	card	Dagaz				card_35.png
36	card	Ansuz				card_36.png
37	card	Perthro				card_37.png
38	card	Berkano				card_38.png
39	card	Algiz				card_39.png
40	card	Blank Rune				card_40.png
41	card	Black Rune				card_41.png
42	card	Chaos Card				card_42.png
43	card	Credit Card				card_43.png
44	card	Rules Card				card_44.png
45	card	A Card Against Humanity				card_45.png
46	card	Suicide King				card_46.png
47	card	Get Out Of Jail Free Card				card_47.png
48	card	? Card				card_48.png
49	card	Dice Shard				card_49.png
50	card	Emergency Contact				card_50.png
